punished,O
in,O
the,O
wake,O
of,O
the,O
prison,O
scandal,O
.,O
Earlier,O
this,O
week,O
",",O
a,O
U.S.,B-geo
military,O
judge,O
threw,O
out,O
the,O
guilty,O
plea,O
of,O
Army,B-org
Private,I-org
First,I-org
Class,I-org
Lynndie,I-org
England,I-org
in,O
connection,O
with,O
the,O
scandal,O
.,O
Her,O
case,O
will,O
now,O
be,O
sent,O
back,O
to,O
military,O
authorities,O
for,O
further,O
consideration,O
.,O
International,O
human,O
rights,O
groups,O
say,O
gunmen,O
in,O
the,O
Democratic,B-geo
Republic,I-geo
of,I-geo
Congo,I-geo
have,O
killed,O
a,O
prominent,O
rights,O
activist,O
in,O
the,O
east,O
of,O
the,O
country,O
.,O
In,O
a,O
joint,O
statement,O
Monday,B-tim
",",O
Amnesty,B-org
International,I-org
",",O
Human,B-org
Rights,I-org
Watch,I-org
",",O
and,O
Front,B-org
Line,I-org
called,O
on,O
Congo,B-geo
's,O
government,O
to,O
investigate,O
the,O
slaying,O
of,O
Pascal,B-org
Kabungulu,I-org
Kibembi,I-org
.,O
He,O
was,O
executive,O
director,O
of,O
the,O
human,O
rights,O
group,O
Heirs,B-org
of,I-org
Justice,I-org
",",O
based,O
in,O
Congo,B-geo
's,O
South,B-geo
Kivu,I-geo
region,O
.,O
The,O
organizations,O
say,O
that,O
on,O
Sunday,B-tim
",",O
three,O
armed,O
men,O
in,O
uniform,O
broke,O
into,O
Mr.,B-per
Kabungulu,B-geo
's,O
home,O
in,O
Bukavu,B-geo
",",O
and,O
shot,O
him,O
in,O
front,O
of,O
his,O
family,O
.,O
The,O
groups,O
are,O
urging,O
the,O
Congolese,B-gpe
government,O
to,O
find,O
and,O
prosecute,O
those,O
responsible,O
and,O
to,O
develop,O
an,O
effective,O
plan,O
to,O
protect,O
human,O
rights,O
workers,O
.,O
They,O
say,O
some,O
rights,O
activists,O
have,O
fled,O
the,O
country,O
because,O
of,O
increased,O
threats,O
.,O
Witnesses,O
say,O
nearly,O
20,O
dead,O
whales,O
have,O
washed,O
up,O
Wednesday,B-tim
on,O
a,O
beach,O
in,O
Dakar,B-geo
",",O
Senegal,B-geo
.,O
Dakar,B-geo
journalist,O
Ricci,B-per
Shryock,I-per
tells,O
VOA,B-org
national,O
police,O
are,O
removing,O
the,O
carcasses,O
in,O
trucks,O
.,O
She,O
said,O
the,O
whales,O
measure,O
some,O
3.5,O
to,O
4.5,O
meters,O
.,O
Local,O
villagers,O
say,O
as,O
many,O
as,O
100,O
whales,O
swam,O
up,O
to,O
shore,O
late,B-tim
Tuesday,I-tim
night,I-tim
.,O
Fisherman,O
were,O
able,O
to,O
tow,O
some,O
of,O
the,O
animals,O
out,O
to,O
sea,O
.,O
It,O
is,O
unclear,O
why,O
the,O
animals,O
swam,O
close,O
to,O
shore,O
.,O
U.S.,B-geo
President,B-per
Barack,I-per
Obama,I-per
called,O
the,O
heads,O
of,O
the,O
nation,O
's,O
largest,O
banks,O
to,O
the,O
White,B-org
House,I-org
for,O
talks,O
Friday,B-tim
",",O
in,O
the,O
latest,O
effort,O
to,O
find,O
ways,O
to,O
bolster,O
the,O
battered,O
U.S.,B-geo
economy,O
.,O
Earlier,O
this,O
week,O
",",O
the,O
Obama,B-per
administration,O
proposed,O
a,O
plan,O
to,O
help,O
troubled,O
banks,O
by,O
using,O
a,O
government,O
and,O
private,O
partnership,O
to,O
buy,O
up,O
to,O
$,O
1,O
trillion,O
in,O
bad,O
loans,O
and,O
other,O
"""",O
toxic,O
assets,O
"""",O
from,O
them,O
.,O
Thursday,B-tim
",",O
Treasury,B-org
Secretary,O
Timothy,B-per
Geithner,I-per
urged,O
Congress,B-org
to,O
approve,O
the,O
administration,O
's,O
plan,O
to,O
expand,O
the,O
government,O
's,O
powers,O
to,O
monitor,O
large,O
financial,O
firms,O
.,O
There,O
may,O
be,O
some,O
faint,O
signs,O
the,O
effort,O
is,O
working,O
.,O
Economic,O
data,O
published,O
Friday,B-tim
shows,O
consumer,O
spending,O
rose,O
slightly,O
and,O
consumer,O
sentiment,O
improved,O
a,O
small,O
amount,O
in,O
February,B-tim
.,O
Economists,O
track,O
consumer,O
spending,O
and,O
their,O
views,O
of,O
the,O
economy,O
because,O
consumer,O
demand,O
drives,O
two-thirds,O
of,O
U.S.,B-geo
economic,O
activity,O
.,O
U.S.,B-geo
military,O
officials,O
say,O
the,O
death,O
toll,O
from,O
Wednesday,B-tim
's,O
helicopter,O
crash,O
in,O
southeastern,O
Afghanistan,B-geo
has,O
risen,O
to,O
16,O
",",O
including,O
at,O
least,O
four,O
American,B-gpe
crew,O
members,O
.,O
A,O
U.S.,B-geo
statement,O
says,O
two,O
other,O
people,O
listed,O
on,O
the,O
flight,O
manifest,O
are,O
missing,O
.,O
The,O
Chinook,O
helicopter,O
was,O
returning,O
to,O
Bagram,B-geo
air,O
base,O
from,O
Ghazni,B-geo
province,O
",",O
southwest,O
of,O
the,O
capital,O
",",O
Kabul,B-per
",",O
when,O
it,O
went,O
down,O
near,O
Ghazni,B-geo
city,O
.,O
The,O
U.S.,B-geo
military,O
suggests,O
severe,O
weather,O
was,O
to,O
blame,O
for,O
what,O
is,O
the,O
deadliest,O
military,O
crash,O
in,O
Afghanistan,B-geo
since,O
the,O
start,O
of,O
U.S.-led,O
operations,O
to,O
oust,O
the,O
Taleban,B-org
in,O
late,O
2001,B-tim
.,O
The,O
European,B-org
Union,I-org
will,O
start,O
talks,O
with,O
Bosnia,B-geo
on,O
Friday,B-tim
on,O
an,O
accord,O
to,O
move,O
the,O
country,O
closer,O
to,O
joining,O
the,O
25-nation,O
bloc,O
.,O
The,O
EU,B-org
Enlargement,I-org
Commissioner,I-org
Olli,B-per
Rehn,I-per
will,O
travel,O
to,O
Bosnia,B-geo
to,O
open,O
talks,O
on,O
the,O
Stabilization,B-org
and,I-org
Association,I-org
Agreement,I-org
.,O
EU,B-org
foreign,O
ministers,O
say,O
Bosnia,B-geo
's,O
progress,O
on,O
the,O
agreement,O
depends,O
on,O
its,O
willingness,O
to,O
continue,O
reforms,O
and,O
cooperate,O
with,O
the,O
U.N.,B-org
war,O
crimes,O
tribunal,O
.,O
Two,O
key,O
Bosnian,B-gpe
war,O
crimes,O
suspects,O
",",O
Bosnian,B-gpe
Serb,I-gpe
leader,O
Radovan,B-per
Karadzic,I-per
and,O
army,O
commander,O
Ratko,B-per
Mladic,I-per
",",O
remain,O
at,O
large,O
.,O
The,O
EU,B-org
Monday,B-tim
also,O
extended,O
the,O
mandate,O
for,O
the,O
more,O
than,O
"6,000",O
peacekeeping,O
troops,O
in,O
Bosnia,B-geo
through,B-tim
next,O
year,O
.,O
The,O
EU,B-org
decisions,O
came,O
as,O
senior,O
Bosnian,B-gpe
and,O
U.N.,B-org
diplomats,O
meet,O
in,O
Washington,B-geo
to,O
mark,O
the,O
10th,B-tim
anniversary,I-tim
of,I-tim
the,O
Dayton,B-org
Peace,I-org
Accords,I-org
",",O
which,O
ended,O
the,O
three-year,B-tim
war,O
in,O
Bosnia-Herzegovina,B-geo
.,O
Russian,B-gpe
Defense,O
Minister,O
Sergei,B-per
Ivanov,I-per
has,O
accused,O
some,O
NATO,B-org
countries,O
of,O
illegally,O
supplying,O
Soviet-made,O
arms,O
to,O
Georgia,B-geo
.,O
The,O
Russian,B-gpe
official,O
Friday,B-tim
did,O
not,O
name,O
the,O
countries,O
allegedly,O
involved,O
",",O
but,O
he,O
said,O
they,O
were,O
from,O
among,O
the,O
seven,O
formerly,O
communist-ruled,O
East,B-geo
European,O
countries,O
that,O
joined,O
the,O
alliance,O
in,O
2004,B-tim
.,O
Ivanov,B-per
made,O
his,O
comments,O
following,O
a,O
meeting,O
with,O
defense,O
ministers,O
of,O
the,O
26,O
NATO,B-org
countries,O
in,O
the,O
Slovenian,O
seaside,O
resort,O
of,O
Portoroz,B-geo
.,O
Georgian,B-gpe
officials,O
filed,O
espionage,O
charges,O
against,O
Russian,B-gpe
military,O
officers,O
this,O
week,O
.,O
Ivanov,B-per
alleged,O
the,O
move,O
was,O
part,O
of,O
efforts,O
to,O
force,O
Moscow,B-geo
to,O
withdraw,O
its,O
troops,O
from,O
Georgia,B-geo
and,O
clear,O
the,O
way,O
for,O
Georgian,B-gpe
authorities,O
to,O
pursue,O
a,O
military,O
solution,O
in,O
secessionist,O
areas,O
of,O
the,O
country,O
.,O
NATO,B-org
Secretary-General,I-org
Jaap,I-org
de,I-org
Hoop,I-org
Scheffer,I-org
called,O
on,O
both,O
sides,O
to,O
de-escalate,O
tensions,O
.,O
Earlier,O
this,O
month,O
",",O
NATO,B-org
angered,O
Russia,B-geo
by,O
approving,O
intensified,O
dialogue,O
with,O
Georgia,B-geo
.,O
Pakistan,B-geo
has,O
released,O
17,O
former,O
Guantanamo,B-geo
Bay,I-geo
detainees,O
who,O
had,O
been,O
freed,O
from,O
U.S.,B-geo
custody,O
nine,B-tim
months,O
ago,O
and,O
detained,O
for,O
further,O
investigation,O
on,O
their,O
return,O
to,O
Pakistan,B-geo
.,O
The,O
released,O
men,O
are,O
part,O
of,O
a,O
group,O
of,O
35,O
Pakistani,B-gpe
detainees,O
who,O
were,O
cleared,O
by,O
U.S.,B-geo
authorities,O
last,O
September,B-tim
.,O
A,O
religious,O
affairs,O
adviser,O
for,O
the,O
government,O
in,O
Punjab,B-geo
province,O
says,O
the,O
men,O
were,O
finally,O
released,O
today,B-tim
after,O
they,O
promised,O
not,O
to,O
take,O
part,O
in,O
militant,O
activities,O
.,O
Hundreds,O
of,O
Pakistanis,B-gpe
went,O
to,O
Afghanistan,B-geo
to,O
fight,O
alongside,O
the,O
Taleban,B-org
militia,O
against,O
the,O
United,B-geo
States,I-geo
.,O
After,O
the,O
Taleban,B-org
regime,O
was,O
ousted,O
in,O
late,O
2001,B-tim
",",O
many,O
Pakistanis,B-gpe
were,O
jailed,O
in,O
Afghanistan,B-geo
",",O
and,O
some,O
were,O
sent,O
to,O
Guantanamo,B-geo
.,O
United,B-org
Nations,I-org
Secretary,O
General,B-per
Kofi,I-per
Annan,I-per
says,O
he,O
believes,O
another,O
investigation,O
will,O
be,O
necessary,O
into,O
last,O
month,O
's,O
assassination,O
of,O
former,O
Lebanese,B-gpe
prime,O
minister,O
Rafik,B-per
Hariri,I-per
.,O
In,O
a,O
speech,O
Wednesday,B-tim
to,O
Arab,B-gpe
leaders,O
meeting,O
in,O
Algiers,B-geo
",",O
Mr.,B-per
Annan,I-per
said,O
that,O
within,O
the,O
next,O
few,B-tim
days,O
he,O
expects,O
to,O
release,O
a,O
report,O
on,O
a,O
fact-finding,O
mission,O
into,O
the,O
February,B-tim
14th,I-tim
killing,O
.,O
But,O
he,O
added,O
that,O
another,O
more,O
comprehensive,O
probe,O
might,O
be,O
necessary,O
.,O
News,O
reports,O
from,O
Lebanon,B-geo
say,O
the,O
U.N.,B-org
fact-finding,O
report,O
is,O
expected,O
to,O
accuse,O
Lebanese,B-gpe
authorities,O
of,O
negligence,O
and,O
evidence,O
tampering,O
.,O
Lebanon,B-geo
's,O
pro-Syrian,O
government,O
has,O
said,O
it,O
was,O
investigating,O
the,O
massive,O
bombing,O
in,O
Beirut,B-geo
that,O
killed,O
Mr.,B-per
Hariri,I-per
.,O
But,O
there,O
has,O
been,O
no,O
official,O
statement,O
on,O
the,O
probe,O
.,O
Meanwhile,O
",",O
Mr.,B-per
Annan,I-per
said,O
he,O
expected,O
the,O
withdrawal,O
of,O
Syrian,B-gpe
troops,O
from,O
Lebanon,B-geo
to,O
be,O
completed,O
before,O
Lebanese,B-gpe
parliamentary,O
elections,O
set,O
for,O
May,B-tim
.,O
Russian,B-gpe
Defense,O
Minister,B-per
Sergei,I-per
Ivanov,I-per
says,O
the,O
government,O
is,O
cutting,O
its,O
troops,O
in,O
Chechnya,B-geo
by,O
"1,000",O
.,O
Mr.,B-per
Ivanov,I-per
made,O
the,O
announcement,O
Friday,B-tim
at,O
a,O
military,O
installation,O
in,O
the,O
southern,O
Russian,B-gpe
city,O
of,O
Rostov-on-Don,B-geo
.,O
He,O
gave,O
no,O
reason,O
for,O
the,O
action,O
.,O
The,O
Itar-Tass,O
news,O
agency,O
says,O
airborne,O
troops,O
and,O
marine,O
units,O
in,O
the,O
mountainous,O
regions,O
of,O
Chechnya,B-geo
will,O
be,O
withdrawn,O
.,O
Mr.,B-per
Ivanov,I-per
says,O
the,O
only,O
forces,O
that,O
will,O
remain,O
next,O
year,O
in,O
the,O
war-torn,O
breakaway,O
republic,O
will,O
be,O
an,O
infantry,O
division,O
and,O
Defense,B-org
Ministry,I-org
commando,O
forces,O
.,O
Russia,B-geo
has,O
been,O
fighting,O
separatists,O
in,O
Chechnya,B-geo
for,O
most,O
of,O
the,O
past,B-tim
decade,I-tim
",",O
in,O
a,O
conflict,O
that,O
has,O
devastated,O
the,O
region,O
.,O
President,B-per
Vladimir,I-per
Putin,I-per
has,O
repeatedly,O
said,O
the,O
fighting,O
is,O
dying,O
down,O
",",O
but,O
the,O
violence,O
continues,O
.,O
U.N.,B-org
Secretary-General,B-per
Kofi,I-per
Annan,I-per
has,O
urged,O
all,O
Iraqis,B-gpe
to,O
refrain,O
from,O
acts,O
of,O
violence,O
and,O
put,O
aside,O
their,O
differences,O
",",O
in,O
the,O
wake,O
of,O
Monday,B-tim
's,O
suicide,O
car,O
bombing,O
in,O
Hilla,B-geo
that,O
killed,O
at,O
least,O
125,O
people,O
.,O
A,O
statement,O
issued,O
through,O
his,O
spokesman,O
condemned,O
the,O
attack,O
as,O
a,O
flagrant,O
violation,O
of,O
international,O
law,O
that,O
seeks,O
to,O
undermine,O
the,O
prospects,O
of,O
peace,O
",",O
democracy,O
and,O
prosperity,O
.,O
The,O
attack,O
",",O
the,O
deadliest,O
of,O
its,O
kind,O
since,O
the,O
fall,O
of,O
Saddam,B-per
Hussein,I-per
's,O
regime,O
in,O
2003,B-tim
",",O
wounded,O
more,O
than,O
100,O
other,O
people,O
.,O
Witnesses,O
say,O
the,O
bomber,O
drove,O
a,O
car,O
into,O
a,O
crowd,O
of,O
people,O
seeking,O
medical,O
checkups,O
